"FacName","FacStreet","FacCity","FacState","RegistryID","lat","lon","FacSNCFlg","FacQtrsWithNC","FacInspectionCount","Over80CountUs","FacFormalActionCount","FacMapFlg","DFR URL","id","RAW_D_MINOR","RAW_D_INCOME","RAW_D_LESSHS","RAW_D_LING","RAW_D_UNDER5","RAW_D_OVER64","RAW_D_UNEMPLOYED","RAW_D_INDEX","RAW_E_LEAD","RAW_E_DIESEL","RAW_E_CANCER","RAW_E_RESP","RAW_E_TRAFFIC","RAW_E_NPDES","RAW_E_NPL","RAW_E_RMP","RAW_E_TSDF","RAW_E_O3","RAW_E_PM25","RAW_E_UST","S_D_MINOR","S_D_INCOME","S_D_LESSHS","S_D_LING","S_D_UNDER5","S_D_OVER64","S_D_UNEMPLOYED","S_D_INDEX","S_E_LEAD","S_E_DIESEL","S_E_CANCER","S_E_RESP","S_E_TRAFFIC","S_E_NPDES","S_E_NPL","S_E_RMP","S_E_TSDF","S_E_O3","S_E_PM25","S_E_UST","S_D_MINOR_PER","S_D_INCOME_PER","S_D_LESSHS_PER","S_D_LING_PER","S_D_UNDER5_PER","S_D_OVER64_PER","S_D_UNEMPLOYED_PER","S_D_INDEX_PER","S_E_LEAD_PER","S_E_DIESEL_PER","S_E_CANCER_PER","S_E_RESP_PER","S_E_TRAFFIC_PER","S_E_NPDES_PER","S_E_NPL_PER","S_E_RMP_PER","S_E_TSDF_PER","S_E_O3_PER","S_E_PM25_PER","S_E_UST_PER","S_P_LEAD","S_P_DIESEL","S_P_CANCER","S_P_RESP","S_P_TRAFFIC","S_P_NPDES","S_P_NPL","S_P_RMP","S_P_TSDF","S_P_O3","S_P_PM25","S_P_UST","R_D_MINOR","R_D_INCOME","R_D_LESSHS","R_D_LING","R_D_UNDER5","R_D_OVER64","R_D_UNEMPLOYED","R_D_INDEX","R_E_LEAD","R_E_DIESEL","R_E_CANCER","R_E_RESP","R_E_TRAFFIC","R_E_NPDES","R_E_NPL","R_E_RMP","R_E_TSDF","R_E_O3","R_E_PM25","R_E_UST","R_D_MINOR_PER","R_D_INCOME_PER","R_D_LESSHS_PER","R_D_LING_PER","R_D_UNDER5_PER","R_D_OVER64_PER","R_D_UNEMPLOYED_PER","R_D_INDEX_PER","R_E_LEAD_PER","R_E_DIESEL_PER","R_E_CANCER_PER","R_E_RESP_PER","R_E_TRAFFIC_PER","R_E_NPDES_PER","R_E_NPL_PER","R_E_RMP_PER","R_E_TSDF_PER","R_E_O3_PER","R_E_PM25_PER","R_E_UST_PER","R_P_LEAD","R_P_DIESEL","R_P_CANCER","R_P_RESP","R_P_TRAFFIC","R_P_NPDES","R_P_NPL","R_P_RMP","R_P_TSDF","R_P_O3","R_P_PM25","R_P_UST","N_D_MINOR","N_D_INCOME","N_D_LESSHS","N_D_LING","N_D_UNDER5","N_D_OVER64","N_D_UNEMPLOYED","N_D_INDEX","N_E_LEAD","N_E_DIESEL","N_E_CANCER","N_E_RESP","N_E_TRAFFIC","N_E_NPDES","N_E_NPL","N_E_RMP","N_E_TSDF","N_E_O3","N_E_PM25","N_E_UST","N_D_MINOR_PER","N_D_INCOME_PER","N_D_LESSHS_PER","N_D_LING_PER","N_D_UNDER5_PER","N_D_OVER64_PER","N_D_UNEMPLOYED_PER","N_D_INDEX_PER","N_E_LEAD_PER","N_E_DIESEL_PER","N_E_CANCER_PER","N_E_RESP_PER","N_E_TRAFFIC_PER","N_E_NPDES_PER","N_E_NPL_PER","N_E_RMP_PER","N_E_TSDF_PER","N_E_O3_PER","N_E_PM25_PER","N_E_UST_PER","N_P_LEAD","N_P_DIESEL","N_P_CANCER","N_P_RESP","N_P_TRAFFIC","N_P_NPDES","N_P_NPL","N_P_RMP","N_P_TSDF","N_P_O3","N_P_PM25","N_P_UST","stateAbbr","stateName","epaRegion","totalPop","NUM_NPL","NUM_TSDF","statLayerCount","statLayerZeroPopCount","weightLayerCount","timeSeconds","distance","unit","statlevel","inputAreaMiles","lon","lat","pdfurl"
"SPECIFICATION RUBBER PRODUCTS, INC.","1568 1ST STREET NORTH","ALABASTER","AL",110000365970,33.263284,-86.811187,"Y",10,1,1,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000365970",177,27,20,8,1,6,13,4,24,0.041,0.261,40,0.5,230,0.0011,0.031,0.086,1.8,40.9,9.69,2.1,34,37,14,1,6,17,6,36,0.18,0.216,34,0.47,230,0.42,0.054,0.41,0.83,39.1,8.9,1.7,52,22,34,77,56,35,42,34,26,71,99,91,75,56,50,25,85,65,89,75,47,24,29,30,27,24,32,40,10,32,31,22,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,44,26,40,58,56,41,42,32,38,58,98,96,61,63,44,15,90,65,97,63,38,27,25,25,30,20,31,42,6,31,28,26,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,45,36,47,51,54,45,44,39,26,54,97,95,51,50,27,12,68,37,78,60,46,28,22,22,36,28,39,46,15,35,30,28,"AL","ALABAMA",4,29299,0,4,25,0,544,0.3349403,2.5,9035,"blockgroup",19.63,-86.811187,33.263284,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-86.811187,""y"":33.263284}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"SPECIFIED FITTINGS INC","164 W SMITH RD","BELLINGHAM","WA",110037838098,48.832951,-122.489372,"Y",12,0,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110037838098",178,24,31,7,1,8,21,7,28,0.19,0.214,30,0.4,170,3.7e-07,0.18,0.33,1,32.1,6.52,1.7,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,43,68,57,49,71,79,73,55,60,33,47,31,41,NA,71,56,52,30,11,52,27,47,44,46,56,73,31,52,44,43,46,36,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,51,62,54,55,71,78,71,56,60,40,58,42,45,NA,81,56,61,19,10,56,28,43,42,44,57,76,25,52,40,45,48,34,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,41,56,43,52,71,78,70,45,52,42,83,81,44,NA,83,50,56,5,7,55,27,32,29,27,43,62,19,43,32,40,39,27,"WA","WASHINGTON",10,7261,0,0,9,0,177,0.2599733,2.5,9035,"blockgroup",19.63,-122.489372,48.832951,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.489372,""y"":48.832951}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"STEILACOOM PUBLIC WORKS","1030 ROE ST","STEILACOOM","WA",110005350459,47.16579,-122.58515,"Y",12,0,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110005350459",179,41,22,6,3,6,18,4,32,0.26,0.288,30,0.49,240,2.8e-06,0.35,0.38,0.59,33.8,7.74,2.6,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,71,49,46,60,53,68,50,66,68,47,47,67,48,29,87,59,42,47,55,58,37,68,70,70,76,58,39,68,65,70,70,78,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,77,42,43,66,54,66,48,67,68,52,58,72,52,23,92,58,51,32,41,63,38,67,70,70,78,63,32,67,61,71,71,80,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,58,39,34,61,55,66,48,53,59,60,83,93,51,13,92,53,47,8,27,64,33,54,55,55,63,57,25,54,49,57,56,66,"WA","WASHINGTON",10,31775,0,0,30,0,435,0.3159544,2.5,9035,"blockgroup",19.63,-122.58515,47.16579,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.58515,""y"":47.16579}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"STOWE WOODWARD","2209 TALLEY WAY","KELSO","WA",110000827892,46.12088,-122.89545,"Y",12,5,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000827892",180,20,55,15,2,8,19,8,37,0.46,0.309,30,0.4,560,0.02,0.019,1.8,2.3,33.2,6.84,13,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,35,91,83,58,68,72,78,75,82,50,47,31,69,98,6,90,71,41,16,86,82,77,74,74,77,1,73,85,82,74,74,84,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,42,90,82,64,69,70,77,76,84,55,58,42,73,92,18,89,78,27,15,90,83,79,76,76,79,7,75,87,85,76,76,86,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,36,85,70,59,69,69,75,60,75,64,83,81,71,74,16,88,74,7,10,92,70,63,60,60,65,17,59,72,71,60,60,76,"WA","WASHINGTON",10,18753,0,4,30,0,638,0.329948,2.5,9035,"blockgroup",19.63,-122.89545,46.12088,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.89545,""y"":46.12088}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"STRONGWELL CORPORATION/HIGHLANDS DIVISION","26770 NEWBANKS ROAD","ABINGDON","VA",110000492592,36.74616,-81.88902,"Y",6,74,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000492592",181,8,33,21,0,4,20,10,20,0.22,0.146,20,0.3,21,1.2e-06,0.057,0.42,0.36,41.4,6.96,1.1,38,25,10,3,6,15,5,32,0.21,0.238,31,0.36,660,6.2,0.11,0.38,0.65,40.1,7.55,1.8,11,70,87,53,36,74,88,32,66,25,12,38,14,13,46,74,58,76,28,56,19,41,45,41,50,53,33,14,22,35,38,21,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,25,68,88,55,39,69,85,42,43,20,20,50,12,11,35,61,40,41,11,53,38,47,49,43,55,61,42,24,37,41,45,26,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,16,59,81,45,36,73,84,31,55,25,32,46,13,9,47,55,39,41,12,48,23,37,38,34,45,53,30,21,32,33,37,23,"VA","VIRGINIA",3,3858,0,1,11,0,144,0.2739428,2.5,9035,"blockgroup",19.63,-81.88902,36.74616,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-81.88902,""y"":36.74616}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"STYROTEK INC.","ROAD 176 AND AVENUE 4","DELANO","CA",110002465350,35.797699,-119.178866,"Y",8,324,5,5,"Y","https://echo.epa.gov/detailed-facility-report?fid=110002465350",182,80,34,32,24,10,8,11,57,0.082,0.192,30,0.4,4.7,NA,0.03,3.8,0.75,61.4,15.1,0.039,63,31,17,9,6,14,6,47,0.29,0.33,31,0.43,1300,74,0.18,1.1,5.2,48.1,11.7,3.7,66,60,81,90,85,24,85,66,35,23,76,66,3,NA,15,94,14,84,93,22,56,57,68,68,36,NA,50,91,46,76,76,46,60,31,16,8,6,15,6,46,0.23,0.33,30,0.41,1300,59,0.15,1,4.4,49.6,10.8,3.3,69,60,83,91,85,24,85,68,44,25,75,69,3,NA,21,95,19,87,94,23,62,61,71,71,39,NA,56,92,52,77,80,48,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,83,60,92,94,86,18,87,80,36,37,83,81,4,NA,27,97,51,98,99,19,75,78,84,85,60,NA,74,97,78,91,92,65,"CA","CALIFORNIA",9,2323,0,1,2,0,103,0.2439876,2.5,9035,"blockgroup",19.63,-119.178866,35.797699,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-119.178866,""y"":35.797699}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"SURAIN INDUSTRIES INC","1615 PUYALLUP ST","SUMNER","WA",110005356131,47.214062,-122.233643,"Y",12,5,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110005356131",183,24,19,6,1,6,15,4,22,0.15,0.413,40,0.62,530,8.1e-05,0.078,0.89,3,36.7,7.76,6.5,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,43,43,49,46,53,54,52,39,53,65,92,88,67,65,42,76,77,72,57,73,27,24,33,29,15,22,39,12,11,36,38,13,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,51,36,46,51,54,52,51,39,53,68,94,92,71,50,56,75,83,57,42,79,28,25,32,28,15,36,32,15,10,40,41,11,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,41,34,36,48,55,51,50,34,46,79,97,99,70,30,58,73,79,16,27,82,27,16,21,15,12,41,25,12,8,36,34,6,"WA","WASHINGTON",10,27804,0,7,29,0,570,0.3669206,2.5,9035,"blockgroup",19.63,-122.233643,47.214062,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.233643,""y"":47.214062}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"TALON PRODUCTS LLC","1690 COMMERCE DR","BRISTOL","IN",110067141417,41.729636,-85.800597,"Y",7,11,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110067141417",184,14,28,14,0,9,18,3,21,0.27,0.215,20,0.28,320,0.53,0.12,1,1,43.6,8.75,0.65,21,32,11,2,6,15,5,26,0.34,0.28,23,0.3,540,0.34,0.17,0.82,1.6,44.1,9.2,2.8,53,50,72,65,80,68,42,52,51,35,67,74,57,93,66,73,53,20,16,43,40,49,52,50,29,3,30,21,31,49,50,36,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,49,55,78,59,82,63,40,51,46,42,60,69,57,91,75,72,53,35,37,38,40,43,50,47,25,5,26,20,29,46,46,38,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,27,51,68,45,80,66,36,33,61,43,32,41,58,91,72,76,57,64,54,39,22,32,40,38,18,4,18,12,20,34,33,27,"IN","INDIANA",5,3967,0,2,9,0,217,0.2749725,2.5,9035,"blockgroup",19.63,-85.800597,41.729636,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-85.800597,""y"":41.729636}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"TENNESSEE ZANINI, INC.","840 INDUSTRIAL PARK DRIVE","WINCHESTER","TN",110000371589,35.19766,-86.0801,"Y",5,29,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000371589",185,20,44,14,1,7,19,4,32,0.25,0.192,30,0.4,140,2e-05,0.013,0.37,0.2,40.9,7.9,1.4,26,35,13,2,6,16,5,31,0.19,0.231,32,0.4,290,0.035,0.07,0.53,0.6,42.6,8.2,1.3,57,69,63,72,66,67,51,65,75,45,80,76,60,35,14,66,51,14,33,68,51,63,65,64,50,39,67,47,61,65,65,49,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,33,68,64,57,66,67,48,48,80,40,82,78,51,30,17,60,49,65,38,54,28,48,49,49,40,35,52,39,48,49,49,42,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,35,74,68,50,63,69,50,52,58,37,83,81,40,21,9,53,30,37,31,51,40,51,51,51,45,42,55,43,52,53,53,42,"TN","TENNESSEE",4,9384,0,0,10,0,568,0.2999581,2.5,9035,"blockgroup",19.63,-86.0801,35.19766,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-86.0801,""y"":35.19766}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"TG AUTOMOTIVE SEALING KENTUCKY LLC","501 FRANK YOST LANE","HOPKINSVILLE","KY",110017221914,36.80422,-87.38775,"Y",11,14,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110017221914",186,12,27,10,0,9,19,3,19,0.28,0.157,30,0.3,16,6.9e-07,0.018,1.9,0.36,42.4,8.55,0.029,15,37,14,1,6,16,6,26,0.23,0.226,29,0.36,380,1.3,0.039,0.67,0.77,42.4,8.9,1.1,58,35,41,73,80,71,35,37,73,41,99,46,19,11,37,90,59,50,29,21,8,32,23,30,54,68,37,3,22,25,27,53,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,21,38,47,51,81,69,32,22,83,30,82,27,15,13,28,92,62,80,65,12,3,26,20,26,39,48,31,1,15,18,19,43,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,24,48,54,45,79,71,34,29,62,28,83,47,11,9,15,90,39,51,48,18,12,27,17,22,45,53,40,2,26,20,19,43,"KY","KENTUCKY",4,745,0,1,1,0,45,0.2459686,2.5,9035,"blockgroup",19.63,-87.38775,36.80422,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-87.38775,""y"":36.80422}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"THE GILMAN BROTHERS COMPANY","30 GILMAN RD","BOZRAH (GILMAN)","CT",110007353979,41.579248,-72.197347,"Y",12,18,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110007353979",187,11,19,6,0,3,23,8,15,0.28,0.111,20,0.2,140,2.7e-05,0.049,0.72,0.19,41.5,6.57,0.26,33,23,9,5,5,17,6,28,0.44,0.201,23,0.28,600,0.047,0.14,0.56,3,42.8,7.39,3.1,25,56,46,39,31,81,72,39,32,7,67,21,44,24,10,73,7,26,12,29,40,52,42,48,28,51,53,11,63,40,42,45,25,23,9,5,5,17,5,24,0.44,0.227,23,0.28,1300,0.4,0.15,0.6,3.8,39.8,6.68,3,41,52,46,47,31,80,80,43,32,19,67,31,33,23,17,73,16,73,44,30,45,52,45,51,44,57,54,14,63,39,41,51,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,22,34,34,45,23,83,77,19,61,15,32,14,40,23,41,68,29,42,8,29,14,37,32,37,25,44,28,11,35,25,31,35,"CT","CONNECTICUT",1,2144,0,0,5,0,129,0.2619547,2.5,9035,"blockgroup",19.63,-72.197347,41.579248,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-72.197347,""y"":41.579248}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"THOMPSON PIPE GROUP - FLOWTITE - US COMPOSITE PIPE SOUTH LLC","18585 SAMUELS RD","ZACHARY","LA",110013392051,30.628948,-91.244996,"Y",6,4,4,2,"Y","https://echo.epa.gov/detailed-facility-report?fid=110013392051",188,77,42,13,4,6,8,11,60,0.086,0.219,40,0.5,16,0.18,0.2,0.42,1,37.4,9.67,0.13,41,39,15,2,7,15,6,40,0.2,0.298,41,0.45,560,0.42,0.086,0.91,1.4,37.2,9.22,2,82,58,51,85,44,17,80,78,40,46,78,89,13,92,91,54,56,52,75,26,68,72,78,78,57,94,92,73,78,76,77,63,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,73,62,53,62,39,27,87,73,55,55,94,97,9,94,92,51,74,26,54,22,68,68,72,73,48,94,86,65,80,64,67,53,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,81,71,65,69,48,19,87,82,37,44,97,95,11,87,85,55,56,19,78,25,73,75,82,81,62,93,88,76,78,76,79,67,"LA","LOUISIANA",6,1398,0,2,3,0,27,0.2439632,2.5,9035,"blockgroup",19.63,-91.244996,30.628948,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-91.244996,""y"":30.628948}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"TITAN TIRE MANUFACTURING PLANT","3769 ROUTE 20 EAST","FREEPORT","IL",110000436528,42.273493,-89.539572,"Y",11,22,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000436528",189,2,21,5,0,5,26,2,12,0.55,0.127,20,0.2,6,0.082,0.035,0.27,0.39,42.8,9.04,0.058,39,28,11,4,6,15,6,34,0.4,0.407,29,0.38,760,36,0.095,1.2,2.7,45.3,9.96,8,4,44,34,45,47,88,26,14,64,5,29,5,3,61,28,28,20,1,8,15,20,54,49,53,58,26,46,48,49,46,46,65,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,7,42,34,59,47,88,32,20,72,15,60,26,6,81,26,42,35,25,50,20,25,60,58,61,67,14,57,50,54,55,54,60,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,3,38,29,45,47,88,28,11,80,20,32,14,5,83,31,46,40,55,62,20,14,45,45,48,52,10,42,35,40,41,40,47,"IL","ILLINOIS",5,288,0,0,5,0,69,0.2499654,2.5,9035,"blockgroup",19.63,-89.539572,42.273493,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-89.539572,""y"":42.273493}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"TRELLEBORG OFFSHORE BOSTON INC","24 TEED DR","RANDOLPH","MA",110043951391,42.162,-71.041,"Y",2,2,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110043951391",190,56,19,12,6,6,16,6,37,0.43,0.3,22,0.3,1000,0.00022,0.43,0.15,1.8,40.1,7.32,2.2,28,22,9,6,5,16,5,25,0.49,0.295,24,0.3,2100,0.21,0.17,0.7,5.2,39.5,6.78,3.1,84,56,71,68,59,56,68,76,42,65,64,81,59,35,91,24,38,69,73,57,77,82,81,81,82,49,94,77,77,81,81,83,25,23,9,5,5,17,5,24,0.44,0.227,23,0.28,1300,0.4,0.15,0.6,3.8,39.8,6.68,3,85,51,73,74,60,51,67,79,51,78,73,91,73,39,93,33,48,54,70,62,80,84,83,83,85,46,93,80,79,83,83,85,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,69,33,60,73,48,59,63,60,73,62,40,47,83,37,94,27,68,32,17,60,70,69,65,64,80,36,84,62,70,66,65,74,"MA","MASSACHUSETTS",1,46405,1,3,36,0,792,0.4069311,2.5,9035,"blockgroup",19.63,-71.041,42.162,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-71.041,""y"":42.162}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"TRELLEBORG YSH INCORPORATED SANDUSKY PLANT","180 N DAWSON ST.","SANDUSKY","MI",110000407550,43.4255,-82.8407,"Y",10,15,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000407550",191,8,43,11,1,4,22,8,25,0.41,0.0839,20,0.2,290,0.0056,0.016,1.1,0.02,41.9,7.88,6.6,25,32,9,2,6,17,6,28,0.37,0.209,23,0.25,830,0.41,0.15,0.53,1.1,43.8,8.75,7.3,31,73,69,68,39,77,75,58,63,11,70,50,42,71,3,84,2,12,15,66,36,62,56,58,41,24,68,16,70,56,57,22,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,31,76,68,62,36,79,80,59,60,5,60,26,54,59,5,74,0,20,13,78,38,66,59,62,37,31,67,24,72,58,59,16,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,16,72,58,47,36,80,77,41,72,8,32,14,56,64,12,77,1,47,30,83,21,50,46,49,27,22,51,16,56,43,44,10,"MI","MICHIGAN",5,3656,0,0,6,0,142,0.2589628,2.5,9035,"blockgroup",19.63,-82.8407,43.4255,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-82.8407,""y"":43.4255}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"TROY PLANT","114 W HILLYARD RD","TROY","TX",110031245711,31.247033,-97.281614,"Y",12,48,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110031245711",192,20,25,8,2,10,18,3,22,0.25,0.112,20,0.3,150,0.0062,0.044,0.3,0.098,40.1,9.19,0.049,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,11,39,37,39,80,79,35,17,79,19,16,44,39,69,49,39,19,50,17,14,1,19,18,14,12,8,11,13,22,12,12,27,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,17,35,36,50,81,74,34,19,77,21,16,37,44,69,53,44,22,46,27,17,1,20,19,15,12,8,11,13,24,12,12,28,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,36,44,46,58,87,65,35,35,58,15,32,47,41,65,38,49,16,32,66,20,13,32,24,19,20,15,24,18,40,18,14,41,"TX","TEXAS",6,1407,0,0,4,0,75,0.2539716,2.5,9035,"blockgroup",19.63,-97.281614,31.247033,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-97.281614,""y"":31.247033}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
